×Ü¹²ÕÒ²»µ½Æ¥ÅäµÄ patch ÊýÁ¿: 567

Í¼Æ¬ ID: 1026760006, Interaction ±ê×¢: {'id': 10, 'image_id': 1026760006, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'loi52d`0k0XO7I6K4L3M4L3M4L3N2M3N2O1M3N2O1N2N1O2N1O2N101N100O2O0O101N100O2O000O10001O000O1000000000000O10O2O00000O1000000O101O0O100O2O0O101N100O2O0O2O0O2N2O0O2M3N2N2N3N1M3N3M2N2M3L5K5K5L3K6K7EVh_8'}, 'bbox': [352, 335, 92, 99], 'area': 9108, 'iscrowd': 1}
Í¼Æ¬ ID: 716260002, Interaction ±ê×¢: {'id': 5443, 'image_id': 716260002, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': ';2m0h1V=XNjBi1T>3L5L2M4L3N2SOfMTC[2k<eMUC]2i<cMWC_2b=2N2N2O2jNXMRDj2k;XMXCMh0m2m;WMYCMj0n2k;UMYDk2g;TM[Dk2e;UM[Dk2e;VMZDk2e;YMXDf2h;ZMYDe2g;\\MXDe2h;YMZDf2f;ZMZDf2g;XMZDh2f;XMZDi2e;XM[Dg2e;YM[Dg2e;ZMZDf2f;ZM[Df2d;ZM\\Df2e;YM[Dg2e;YM[Dg2e;YM[Dh2e;WM\\Dh2d;XM\\Dh2d;XM\\Dh2d;XM]Dg2d;WM]Dj2b;UM_Dk2a;UM_Dk2a;UM_Dk2a;VM^Dk2a;UM^Dl2b;TM^Dl2b;TM_Dk2a;UM`Dj2`;VM`Dj2a;UM`Dk2_;UMbDj2_;UMaDk2`;TM`Dl2`;TMaDk2h<00000gNUMaDk2_;UMbDj2^;WMaDi2^;XMbCOf0i2h;XMcCNe0j2h;XMdCMd0k2i;WM`Dj2a;TM`Dl2i<O001O00O100001O001O00O1UOVMdCj2[<WMeCj2Z<VMfCj2Z<VMfCj2Z<VMfCj2Z<VM^C0Ei2l<YM^COEh2m<YM^C0Dg2n<YM]C2De2o<YM]C2De2P=XM\\C3De2Q=VM\\C5Dd2b=\\M^Bd2b=]M]Bc2c=]M]Bc2c=]M]Bc2c=]M]Bc2Q=WM\\C6Cc2Q=WM\\C6Cc2Q=XM[C5Dc2Q=XM[C5Dc2c=^M\\Bb2d=;00000000000VM[B]2f=aM[B`2d=^M_Ba2a=^M`Bb2a=[MaBe2k=01O00000000000000001O00000000000000000000001O00000000000000UO\\M_Cc2a<]M_Cc2a<]M`Cb2]=0O10001O0TO\\M`Cd2`<\\M`Cd2`<]M_Cc2a<\\MaCc2_<]MaCc2_<]MaCc2\\=0000000000000O1000000O100000000001O002N1O1O2N1O001O1O00001O2N1O1O00001O00001OkNlMbCT2^<lMcCS2]<mMcCS2]<mMdCR2d=0O01O1O001O1O2N001O1O1O1O001O1O1O1O2N1O1O1O1O1O1O1O1O1O1O1O1O1O1O1O2N1O1O1O1O1O1O1O2N001O100N2O1O1O1N2O1O1N2O1O1O2M2O2Mn`a;'}, 'bbox': [0, 4, 259, 147], 'area': 38073, 'iscrowd': 1}
Í¼Æ¬ ID: 716260002, Interaction ±ê×¢: {'id': 5447, 'image_id': 716260002, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '\\U[66e`02N2O00001O1O100O001O01O00000000001N1000000O100O10000001O0000000000000001O000000000000001O001O1MeWe8'}, 'bbox': [385, 142, 49, 15], 'area': 735, 'iscrowd': 1}
Í¼Æ¬ ID: 716260003, Interaction ±ê×¢: {'id': 5451, 'image_id': 716260003, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'WfY<6e`02N1000001O000000001O00000000001O00002O2M2N1O1O001O00010O00000000O10000O2O0O1O1O1O1000001O00000000001O01O0001O0000000000001O0000001N1O2MXU\\2'}, 'bbox': [746, 301, 69, 23], 'area': 1587, 'iscrowd': 1}
Í¼Æ¬ ID: 716260004, Interaction ±ê×¢: {'id': 5454, 'image_id': 716260004, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'QeS37b`05K3L4J6M3L4L4K5M3K5K5M3N2K5L4M3L4L4L4L4M3L4L4M3L4J6L4N2M3K5M3L4K5M3M2M4K5L4M4K4K5L4M3M3K5M3M3J6M3N2M3K5K5M3L4L4L4M3L4M3K5N2L4L4K5N2M3J6M3K5M3M201M3N11O01000000O2O0O2O000O2O000O10000O1O10000000000O1O1O1N2O1N2O1N2O1O1O1O100O10000000000000000000000000000000000000000000000001O5K9G1O4L2N1O0QGYHi8h7WGVHj8l72QOTGnIl8R6SGoIm8P70O1000ZGXHX8h7fG[HY8e7fG\\H\\8b7dG^H\\8b7?00000N20000000HTG`Hl8`7UG_Hk8a7VG^Hj8b7UG_Hk8c7RG^Hn8h70000000000000TORGjIP9S6RGlIn8T6RGlIn8U6QGkIo8U6RGjIl8X6TGhIl8X6TGhIl8Y6SGgIm8Y6SGhIl8X6UGgIk8\\6YG]Ig8c6^GWIc8i6^GVIb8k6VG\\Ij8e6TG]Im8X70001O;E3M6J1M201O1O1O2N1O000002M1001M2000N2N2N20000FjGnGV8Q8lGnGT8Q8nGnGR8Q8PHmGS8n7QHQHo7n7SHQHm7n7a00N1100O1L4K5M31O<D1gGQHc7o7]HQHc7n7f000O1001O1O0000O10000001O0000O10000001O001O00000000;E4L0000O1M3GfGoG[8Q8eGoG[8S8bGPH\\8Y8N1000FgGPHZ8n7iGoGY8o7;O10O0100M3G9G9O1O1000001O1O000001O000000000000000000001O001O1O1O001O1O001O2N2N1O1O000000001O1N1O20O10O11OO0N3O1O001O1O001O2N1O1O2N4aGgGS8j8iGZGf7Z9D9G8H<Da0_Oh0XOe0[O`0@a0_O>Ba0_O?A=Cb0]Oi0VOjii6'}, 'bbox': [188, 221, 358, 319], 'area': 114202, 'iscrowd': 1}
Í¼Æ¬ ID: 716260005, Interaction ±ê×¢: {'id': 5457, 'image_id': 716260005, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '[TW?2f`09I3O1N2O1O00001O00001O0O101O00001O00000000000000001O00000000001O001O000aC'}, 'bbox': [923, 399, 37, 26], 'area': 962, 'iscrowd': 1}
Í¼Æ¬ ID: 716260006, Interaction ±ê×¢: {'id': 5461, 'image_id': 716260006, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'YnQ:8c`02N2O1N3N1S@EW?R1M3N1N2O00001O0001VOh@NX?OQAGU?5l0KVY^5'}, 'bbox': [610, 268, 19, 47], 'area': 893, 'iscrowd': 1}
Í¼Æ¬ ID: 716260006, Interaction ±ê×¢: {'id': 5462, 'image_id': 716260006, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '_`07e`00^OMR@0M7n?d0K2N4M1N011N2O1O1O1O1N2O1O1N2O1O1N2O1O1N2O1N2N2O1N2O1N2M2O3M2N2N2N2N2N2hN]MVDd2f;lMmCU2P<PNmCQ2Q<RNlCP2S<SNjCn1U<TNiCm1U<VNhCl1W<VNgCk1W<XNgCi1X<XNgCi1X<^1O1O1N2O1O100O1O1O1O1O1O100O100O1O100O1O10O000O0O1N2N3M3L4L4N2O10JeKjC]4U<5000O2N2N2M2O2M3K5M3O1O0O2O1O1O001N2N101O1N101N101N1O2O1N101O001N2O0O2O0O2O0O2O1O010O1O001O1N110O1O1N200N2O1O1O101N100N2O1O1O1O1O1O1O001O1O001O001O0O2O1O001O010O001N101O1M2O2L3K5L5M201O001O001O001O10O01O010O001O001O001O001N1FZ@_Og?`0;O2N2N2N1N3N2N5Icj]<'}, 'bbox': [0, 315, 205, 225], 'area': 46125, 'iscrowd': 1}
Í¼Æ¬ ID: 716260007, Interaction ±ê×¢: {'id': 5466, 'image_id': 716260007, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': '_ZP72h`03M2M4L3N3N1N3LJn_OHn?:T@Ff?=^@C_?>b@C\\?=e@DZ?<f@HNGl>`0VA7j>YOVA10g0X?[Oe@e0[?]Ob@d0^?>O0O100O10O100O101K4K6L5[OS@5\\`0N1O101O1O1O000OO2N2N1N2O1O00O100N2O2O001O002O1N2OZ]l7'}, 'bbox': [425, 180, 56, 59], 'area': 3304, 'iscrowd': 1}
Í¼Æ¬ ID: 716260008, Interaction ±ê×¢: {'id': 5470, 'image_id': 716260008, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'V_e72f`05L4M2OHh_OOU`01m_OO``02M5L1M2N2N3O00000001O4K3N3LWWj7'}, 'bbox': [465, 254, 20, 25], 'area': 500, 'iscrowd': 1}
Í¼Æ¬ ID: 716260009, Interaction ±ê×¢: {'id': 5473, 'image_id': 716260009, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'Vie04b`08M2N100017H1O0O100000000000O10O11O0O6K3DEQ@?j?;\\@ROX?n0f@VOW?k0i@VOV?j0j@WOU?i0k@WOU?i0k@XOT?i0k@WOU?i0k@WOU?i0k@WOV?h0k@WOU?i0k@WOV?i0>03M6J0N3G8N2O2O0O101O00001N101OnRZ>'}, 'bbox': [41, 158, 50, 48], 'area': 2400, 'iscrowd': 1}
Í¼Æ¬ ID: 716260010, Interaction ±ê×¢: {'id': 5474, 'image_id': 716260010, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'aoi1b0T`08N01DP@I\\`0Jk_O0e>4j1No>3cPOKj?;m_OH1OR`07b0IA1c0MSO0k03N2OO102M^h3OdWL1a_O0_c20\\\\M0T`00g_O403Y2H_;d0ZDEl;HWDc0i=7XKUOZIR1T;3L4M3lMiN^D\\1a;eN\\D^1d;`NVDh1j;UNVDn1Y=3ULnMiHU2W7lMeHW2[7iMcHW2Y7hM[E1Y3Z2[7fM]EOU3]2_7dMfH]2[7cMcH^2^7bM_Ha2`7_M_Hd2`7\\M_Hf2_7[M_Hh2_7XM`Hj2_7VM`Hl2]7VMcHk2\\7UMcHm2]7RMbHP3^7oLaHS3]7oLbHR3]7nLcHS3]7mLaHU3^7lL`HV3_7jL`H[1VM:Y:\\N`HX1[M;U:\\N`HZ3_7eLbH\\3^7bL^FO[1`3V8aL_F1Z1^3V8bL_F1Y1_3W8aL`F0W1a3Y8_L_F1W1a3Z8^L^F2W1a3[8ZL`F5U1b3R9_LnFb3Q9^LPGb3o8^LPGd3W8ULeF6T1f3V8VLdF4V1]2WNcNo9lNbF5X1\\2YNbNn9kNbF7V1h3m8XLTGh3k8XLUGi3j8VLWGk3i8TLWGm3n7oKnF3T1o3m7oKnF2U1P4m7nKnF1V1e1TNa0i9hMmF0W1c1XNe0[:iM_G`1XNg0W:jMaG_1XNj0T:gMdG`1XNi0S:hMdG^1ZNk0R:fMeGR1SNQO7X2P:eMfGS1SNoN6[2Q:bMfGU1SNoN3Z2T:cMgGW4X8hKiGY4V8hKjGh3YNULo93hGb3k8^LVGo0QNX1l:iMRGo0YNo0g:RNPGP1XNm0W:RNnE0d1Q1SNo0[:TNiENi1o0SNo0[:VNfEMm1n0RNn0\\:VNeENm1n0SNl0]:VNdEOm1o0SNk0]:UNeE0k1P1TNi0^:UNeE0j1R1TNh0m:UNPGT1PNh0Y=^1dMgLUGX3k8hLUGX3k8iLUGR1hMm0S;RNTGP1mMk0o:UNTGP1nMj0o:TNUGQ1mMj0n:TNWGR1jMk0l:UNZGP1kMj0k:WNZGn0kMk0m:UNXGP1lMk0Z=UOgBj0Z=VOeBk0Z=UOfBk0[=UOcBm0\\=TOcBl0^=TOaBm0^=SOcBl0^=SOcBm0\\=TOdBk0]=TOdBl0[=UOeBj0\\=VOcBj0]=VOdBj0[=WOdBj0\\=TOeBl0[=UOcBl0^=SObBn0]=SOcBl0]=UObBl0]=VO`Bl0`=W110O010O010O010O0100O010O1000O01O1kM`Bn0`=QOaBn0`=QObBm0^=TObBl0^=TOaBl0_=VO`Bi0`=ZO^Bf0b=ZO^Be0b=[O^Be0c=YO^Bg0b=ZO]Bg0c=X110O010O010O010O0^NmL\\ET3d:lL\\ES3e:mL[ES3e:mLZES3g:mLYER3h:nLWER3j:nLVER3j:nLUES3k:mLUER3[<O10OcN_B@b=<dBA]=>hB^OW=b0lBZOU=g0TCnNm<R1[CcNi<]1Z10100O0M4N2O10O101O0O10O10O100O10O010N2N101000O01000O010O010OJa@PO`?n0b@RO^?n0c@PO]?R1b@mN_?T141N100O10G_@VOb?R100O10O10O01O001O010000O10001N2O1N101O1N101O0O1000Kg@fNY?Z1i@eNW?\\1g@eNX?`100O10000O2O0O101N100O100O01O0O2N101001l@\\Nm>e1RA\\Nn>i10001O0O1O100O101O0O100O1O10000O10001O001O00000O01000O010O10O100O10O01O0`N_A]ONT1d>]OfA1EJg>4^Ag0c>ZO[Af0f>[OXAf0i>e02N3N1N2N2M3[OSAXOP?a0WA\\OP?5Ye\\8'}, 'bbox': [109, 302, 341, 238], 'area': 81158, 'iscrowd': 1}
Í¼Æ¬ ID: 716260010, Interaction ±ê×¢: {'id': 5475, 'image_id': 716260010, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Ug[86e`02M2M3O1O1N1L32L3O1OO1VOGRA;c>>o@Bn>d0PA\\On>Y102N1O6J4L:F6J3M3N1N2N2O0O100O10O1O100O100O1O100001O1O1O1O100O2O1N2O0O101N2O1N2O001mCQMV:P3dEYMX:h2dE]MZ:d2bEaM\\:b2^EcM`:_2YEhMe:[2TEkMj:U401N1N2O1O3L3N1O010O2N2N10O010O00000100O100O10O0O110N1O2N1O2N1O1O1O1O1O1O1O2N1O1O2N1O1O1O1O1O1O1O1O2N1O1O1O1O1O2N1M4N110N1O2N1O001O1O1O2N1O1O2N1O2N2N2N2N1O2N2N7I2N1O001O001O001O1O1O001O1O001O001O0N3O1O001O1O1O110N1O1O2N2N1O2N2N2N2N2L4N2N2N200N1M5M2[NdAf0^>WOeA@JP1c>^OmA?V>_O_AC3j0`>A]AE4i0`>B[AF4h0c>CUAG7f0h>LSA4P?Ml@3W?g05QOg@JMHa?8f@Le?2]@Kh?1Y@Ol?NQ@4o?Mn_O8MFl?1V@c0n?20M3M3O4K6K4L`So3'}, 'bbox': [507, 291, 211, 249], 'area': 52539, 'iscrowd': 1}
Í¼Æ¬ ID: 716260010, Interaction ±ê×¢: {'id': 5476, 'image_id': 716260010, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'l`g71j`03N1O1O1O0h_O1b?3W@2h?b0N1M4M2O1O1000O1N3G;F9J5K6Lkdg7'}, 'bbox': [469, 198, 21, 40], 'area': 840, 'iscrowd': 1}
Í¼Æ¬ ID: 716260011, Interaction ±ê×¢: {'id': 5477, 'image_id': 716260011, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '^`05f`01dN1i@T1n>a0M3N2O001O0O1N2O1O100O100O100N2N2O1O100O100O1O1O1O1N2O1O1O1O1O1O1O1O1O100O1O100N2O1O1O1O1O1O1N2O1O100O100O10000O100O1O1O100O100O100O100O100O1O1O1O1O10000O10000O102M1O100O1N200O10000O1000000O1O1000000N2N200O100O100O1O1O100O1000N20O1O100O1000000O3N0O100O10000O100O100O10000O1000000000N20O1000002N0O10000000000O100O10000000000O100O10000O100O100O10000000N110000O10002M100O10000O100O10000O100000000O100O100000000O10000000000O100000N20000O1O1O2O0O1O100O1O101N1O1O1O001N2O1OKUK[Dk4d;VK^Dh4l;0O010O00000001O1N2N1010O1O001YOYKmD0Mg4V;[KkDj4Y;WKgDg4\\;XKdDg4];YKbDg4_;YKaDe4b;ZK^De4c;\\K[Dc4g;6KWK]Df4d;^K\\D_4e;;1O001N1O2O00100O010O00010O100O010O1O1O1N2M3O001O1VNlCjNV<V1mCdMId0[<g1cDoM_;P2eDkM];U2jDcMW;]2kD_MV;a2c100O1N2O1O2N1K5N2N2O1O1O1O1O1M3N2O100000O1000000O1O001O100O0100L3M3L4001000000O1O00100O10001N101O0O2O0000O10O10O100O01000O0100O1O100O10000O01O10O01O10000O100O1N2N2Om@\\NP?d1PA]No>c1QA]No>h10O2M2O100N2O2O0J6O2N1O2N2O1M2O2O1N3M2N2N3M2K30LM8Kc_OK\\`06d_OJ\\`06d_OI]`07b_OJ_`054O2NgTP9'}, 'bbox': [0, 308, 413, 232], 'area': 95816, 'iscrowd': 1}
Í¼Æ¬ ID: 716260011, Interaction ±ê×¢: {'id': 5478, 'image_id': 716260011, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': '`aP81e`07K5J5_O`00QO^@1K6P`0IV@OM3P`0M]d1OY\\N1O000N2O1O1CMP@4o?No_O3Q`0Nm_O3R`0Ol_O1U`0Ok_O1U`0:100O010O1O1O1001O1O0O2O00Jj_OFV`07m_OIS`05;O1M3N2OYU3OijL001N0101Onfl6'}, 'bbox': [486, 231, 55, 38], 'area': 2090, 'iscrowd': 1}
Í¼Æ¬ ID: 716260011, Interaction ±ê×¢: {'id': 5479, 'image_id': 716260011, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'QVT;2h`03M200O100O1000O0100O1O1f_OJn?5R@Mm?3S@Ml?3U@Mk?3T@Nl?2T@Nk?3U@Ll?4T@Lk?5V@Jj?6V@Jj?6V@Jj?6V@Ki?5W@Kj?4V@Mi?3W@Mj?2U@Ok?1U@Ok?1U@Ol?0T@OP`0NP@2Q`0MP@1R`0Nn_O2S`0Mm_O2U`0Ll_O4_`0N1OlY65oeI2N101O0O100O10O100O01000000000001O0001O0O10000000O100000O10001O0000001N3N3K_TW3'}, 'bbox': [675, 220, 89, 33], 'area': 2937, 'iscrowd': 1}
Í¼Æ¬ ID: 716260013, Interaction ±ê×¢: {'id': 5482, 'image_id': 716260013, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'XYT19]`08M1O01OW@DS?=b@0\\?j0M3N3L3N1N3_BXNj;i1RDZNm;i1oCYNP<k1kCWNT<m1fCVNY<o1aCSN^<Q2\\CRNc<Q2WCSNi<4lBP2T=PNlBP2T=l0O1000000000000000000001eLjBn2V=oLnBP3R=QMmBc06V1l<YOYCa0g<@[ChNHX1m<0hC0X<0hC0X<OjC0V<0jC0V<0jC0V<0jC0V<0jC0V<1iCOW<0jC0W<OiC1W<NjC2V<LlC4U<BTD>P<\\ORDd0P<ZOoCg0Q<YOoCg0R<XOoCg0V<TOjCl0V<TOjCl0V<TOjCl0V<TOjCl0V<TOjCl0W<SOjCMbNc0d=_OkCNaNc0e=^OjCOaNc0e=^OjCn0V<oNmCQ1o=01hN`@11j0l?O001O00O10000O100O1M3M3N2000_O]@Id?5^@Jc<MmE9`MJb<0kE7cMI`<3jE7eMF`<5gE9hMB`<6dCEb1f0ZN_O`<7bCFa1g0[N]Oa<7bCF`1W1n:SO`CH>G>`1c;@oCQO<a1e;^OoCQO:c1f;ZOSDRO5g1h;VOTDSO4f1i;WORDTO4e1k;YO`CQO0032?e1o;0oCOT<1jC0V<0jC0W<OhC4W<KhC8W<GhC;X<DgC=Z<BdC`0\\<@cCa0^<^O`Cd0`<\\O_Ce0a<[O^Cf0X<hMjCW1JPO3R2X<gMmCV1HQO2S2e<g11O1YMYCW1g<hNZCX1f<iNWCY1i<]1000000000000O100001O000jLZCV2f<jMZCV2f<kMWCW2i<n0000000O10000000000000000O100000000O1000000O100001O2N4LiNTL^El3b:TL\\En3d:RL[Eo3e:QL[Eo3d:SLVER4j:ULnDl3Q;VLlDl3T;WLhDj3W;XLgDi3Y;XLfDh3Y;YLfDh3Z;YLdDh3[;m000O100O1O100O100O010O100O101O0O10WNlDjMS;P400O1O1O100O3M100O100O1O1O1O100O1O1O1O1N011N200O100O100O3N0O100O1OO20O1O001OO2O0O2N101O10O01L_EnI_:Q6dEoIZ:P6hESJU:m5jEWJR:j5mEWJR:[6O0O10O10OVOlEnJT:R5lEoJR:R5nEoJQ:n5O2O0O100O100O100O1OROVFlJj9T5WFkJg9V6N2N2O1O1O1O10SNaF]L^9a5O100O10000O100O10000O1000000O100000000000000O10000000000000000001O000000000000001O000000001O000000000000001O000000O100O1O10hIlFh4S9WKoFi4P9VKSGi4m8UKVGj4i8UKYGk4f8oJbGP5^8fJmGY5R8fJPHZ5o7eJTHZ5k7fJWHY5h7gJYHY5e7hJ]HW5b7iJ_HW5`7iJbHV5]7jJeHU5Z7jJhHV5V7lJkHS5T7mJmHS5R7nJoHQ5n6RKTIl4j6UKXIj4h6VKaIa4`6^KcI_4^6_KeI_4\\6`KeI_4[6aKfI^4Z6bKgI]4Z6aKhI^4Y6_KjI`4W6^KkIa4[6WKiIg4W9O1N2NSMZKgId4Z9N3M3M2M3N2M5K3M3M4L7H4L4L6G8H8J8H7G9H:F>^O[]Z8'}, 'bbox': [68, 274, 386, 266], 'area': 102676, 'iscrowd': 1}
Í¼Æ¬ ID: 716260013, Interaction ±ê×¢: {'id': 5484, 'image_id': 716260013, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'kmb13g`03N2M4f_OGl?g0L3M3I6N3M2H8000`Ni@\\1V?cNl@\\1[?0000O10O10O001I7L43X@mNa?V1100N2J\\@ROe?b0\\@^OQ`07``g='}, 'bbox': [96, 287, 30, 57], 'area': 1710, 'iscrowd': 1}
Í¼Æ¬ ID: 716260013, Interaction ±ê×¢: {'id': 5486, 'image_id': 716260013, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'V`S75f`0b0ZO6M101O1O100001O1O1O2N2N2M3H8K6M03M6J1O02HecZ8'}, 'bbox': [431, 215, 23, 34], 'area': 782, 'iscrowd': 1}
Í¼Æ¬ ID: 716260015, Interaction ±ê×¢: {'id': 5489, 'image_id': 716260015, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'WlT54e`05L3]OEa@=]?b0O1O1N3M2N1O2O10O1N2J6N2K6L4J7K5K4M`iY:'}, 'bbox': [312, 323, 22, 44], 'area': 968, 'iscrowd': 1}
Í¼Æ¬ ID: 716260015, Interaction ±ê×¢: {'id': 5490, 'image_id': 716260015, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Xbn03g`06J4M2N3M101N2N102M10000O1O100O100O1O1O100O1O1O100O1O100O100O1O100O100O1O100O1O100O10000O1O100O1O1O100O1O1O1O100O1O1O1O1O10000O1O1O100O100O1O100O100O100O100O1O100O1O100O1O100O10000O1O100O100O1O100O1O100O1O100O100O10000O1O100O10000O1O1O100O1O1OO20O1O100O3M100O100O1O1O100O1O1O100O100O100000N1100O10O0001O3N0N4L2L4L4O1O1O1O1O1O100O1O100O100O1O100O100O10000O10000O100O100O100O100O1O100O1O1O100O1000000O1000000000000O100000000000000000000001O0000000000000000000000O100O100O100O100O100OkMTD\\Ol;c0WD[Oh;e0ZDZOf;d0]DYOd;f0`DXO`;f0bDYO^;e0eDYO];d0gDZOY;d0kDZOV;d0lD\\OS;c0PE\\OP;?VE_Oj:a0XE^Oh:`0[E_Oe:?^EAa:=bEZObNmNl;i1cEWOeNoNh;j1dESOi:l0YEROh:n0YEoNi:P1YEmNh:R1ZElNh:S1ZEjNh:T1ZEjNh:U1ZEhNg:X1[EeNg:Z1[EcNg:\\1[EbNf:\\1]E`Ne:a1[2N2O1N1O2O00000O1N2N2O2M2O1N3K4M3O2O0O101O000O11O01O0001O001O0000000001O000000O1N200O100000010O0O101O1N1O2O001O0101N2N2N1O2N1O1N3N1N3N2M3N3K`QX9'}, 'bbox': [57, 321, 341, 219], 'area': 74679, 'iscrowd': 1}
Í¼Æ¬ ID: 716260015, Interaction ±ê×¢: {'id': 5491, 'image_id': 716260015, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '\\j`62i`03M1N2N2O1O1N2O1O1O1N2O1O1O1O1O1O1N2O1O100O10000O1O1O100O100O100O100O1O1O1N2O1O1O1N2N2N2O1N2O1O1O1O1O1O10000O1000000000000O10000000000O100O100O100O10000000000000000O1000000O100O100L4O1N2O1N2N2L4K5I7K5L4N2N2O1O1O1O1O1N2I7N2N2O1O1N2O1iNSL^En3_:XLZEl3d:[LgDU4V;j0N2O1O1O10000O1000000002N2N2N4kJWEo3n:gK]ES4h;N2N3M1O1O1O2N4L6J1O1O1O1O001O1O1O1O1O1O1O2N3M2N3M5K3`MnAP2i>F8H3M3M2N1O1O1O001O1O2N1O001O1O1O002N1O1O001O1O1O1O1O2N001O001O1O002N2N3M2N2NU\\n5'}, 'bbox': [395, 355, 203, 185], 'area': 37555, 'iscrowd': 1}
Í¼Æ¬ ID: 716260016, Interaction ±ê×¢: {'id': 5493, 'image_id': 716260016, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': ']RQ7e0P`0b0A9F7K6J6K4L4J6L3M3M4L4L4M2M4SOkLlCZ3P<RMcCS3Z<QMaCS3\\<h0N3M3M4L3L3N2WOVK]El4a:VK]El4a:WK\\El4^:YK`Ei4^:YK_Ej4^:ZK^Ej4]:m0M201N2N2O1N2O1N2O001O1N100O2N10000O101O0O100O1000000000000000000000000000000001O00001O5LO0000000000000001O0000000000O100001O000O1000000000000O100000000000001O0000000000001O00001O00000000001O001O2N8HO10000000000EfITFZ6l9fISF[6Q:bInE]6T:dIjE\\6V:dIjE\\6o9gIUFY6j9iIUFW6k9iIUFW6j9jIVFV6k9iIUFW6k9iIUFV6l9jISFW6n9hIQFY6P:bISF`6T:1O0O101N1O1kNdI[Gl6b8XIZGj6e8g0O100O10000O100O1000000O1000000O1000000O100O3N000O100000000O100000000O100OO2000O10N200000O011O1O1N100O100O100000000O1000000O10000O100O10000O102N0O100O10000O10000O100OO2000O100000000O3N00000O100000000O100000000O100000000O10N2000000002N00N20O10000000000000000001O0000000000O1O100O100O1O10000O1000000O1000000O10000O1000000O100000000000000O1000O010000O100000O0100O100O1000000O10000000000O2O00000000000000000001O0000001O002N2N2N2N2N4L3M3M4K:G5K5K2N4L4L4L4M0O0000001O000O1000000000001O0001O000001O001O001O1O2M3N3N3L6J3M2N3M3M1O001O0O1000000O10001O01O00000001O1O0O2O00001O1O1O1O0010O0001O001O1N2O001O001O002O1N2N2N3M4L4K6K5K3M4K4M3L9I4K6J5K4K4L4L3M4M4K5K3M4M4K4M4L4L7I4K5L3L5K4M3L5L5J4K6L5I7HYk?'}, 'bbox': [426, 232, 503, 308], 'area': 154924, 'iscrowd': 1}
Í¼Æ¬ ID: 716260017, Interaction ±ê×¢: {'id': 5498, 'image_id': 716260017, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': '\\\\]61Y`00S@5m?LP@6P`0Io_O9X`03N1O1O1O1O100000O1O1O2N3M2N3K]kR9'}, 'bbox': [389, 238, 19, 20], 'area': 380, 'iscrowd': 1}
Í¼Æ¬ ID: 716260017, Interaction ±ê×¢: {'id': 5499, 'image_id': 716260017, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'bYe38_`08J4N3N4L10O0HT@@l??V@Aj?3V@NN1m?OV@1J2]`07UOESA;k>l0O100000\\Od0A?Lh]j;'}, 'bbox': [222, 212, 20, 43], 'area': 860, 'iscrowd': 1}
Í¼Æ¬ ID: 716260019, Interaction ±ê×¢: {'id': 5503, 'image_id': 716260019, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'RX`=3i`0N11WOOe@2[?2a@O_?1`@O`?4]@Lc?6Z@Le?8V@Ik?c001O01O0100000001O1O1O1O001N2i@PO`>Q1]ASO`>`0RAE<Mb>;WAG32e>6ZAHN3i>5ZAHK1n>6YA7i>IWA6k>JUA4l>MTA1n>ORAOP?2PAKY?0e@O\\?2c@L_?4b@Ia?5e0N3Lb\\d1'}, 'bbox': [819, 331, 41, 60], 'area': 2460, 'iscrowd': 1}
Í¼Æ¬ ID: 716260020, Interaction ±ê×¢: {'id': 5507, 'image_id': 716260020, 'category_id': 9, 'segmentation': {'size': [540, 960], 'counts': 'gga94g`06J6K3L2O1O001O000001O00001N100000001O01O00000000O1O1F;M201NTUh5'}, 'bbox': [579, 416, 31, 23], 'area': 713, 'iscrowd': 1}
